text ,domain,name ,kind ,model
"Snipers, his own ""bag"" being stated to amount to considerably over 100. As some recognition",CollegeEssay_real_2019,Real College Essays,Human-Written,Human
"of his good work he was later awarded the D.C.M. His son, Corpl. G. W. Clewes, another excellent",CollegeEssay_real_2020,Real College Essays,Human-Written,Human
"sniper, left at the same time. L.-Corpl. Hagues took over the duties of N.C.O. in charge of",CollegeEssay_real_2021,Real College Essays,Human-Written,Human
"Snipers, and with 2nd Lieut. Marshall, did some splendid work, including the blowing-in of",CollegeEssay_real_2022,Real College Essays,Human-Written,Human
"several loophole plates with Col. Fowler's Elephant Gun, which was now brought into use again.",CollegeEssay_real_2023,Real College Essays,Human-Written,Human
,CollegeEssay_real_2024,Real College Essays,Human-Written,Human
"Marshall's ""pet,"" however, was the ""dummy tree"" on the Route de B??thune. This was a hollow",CollegeEssay_real_2025,Real College Essays,Human-Written,Human
"tree about 20 feet high, formed of steel casing, and covered with imitation bark. Inside there",CollegeEssay_real_2026,Real College Essays,Human-Written,Human
"were ledges to climb up by, and from it a most excellent view for a very long distance around,",CollegeEssay_real_2027,Real College Essays,Human-Written,Human
could be obtained. It had been erected by the enemy before they had been driven back.,CollegeEssay_real_2028,Real College Essays,Human-Written,Human
,CollegeEssay_real_2029,Real College Essays,Human-Written,Human
"Another item in the ""Intelligence Department"" which now came into use, was that extraordinary",CollegeEssay_real_2030,Real College Essays,Human-Written,Human
"instrument known as the ""I-Tok,"" intended for picking up enemy telegraphic and telephonic messages.",CollegeEssay_real_2031,Real College Essays,Human-Written,Human
"We never were supposed to know where its operators performed, and rarely did know, but more",CollegeEssay_real_2032,Real College Essays,Human-Written,Human
"often than not they placed themselves near Battalion Headquarters, and the sheaves of papers",CollegeEssay_real_2033,Real College Essays,Human-Written,Human
they sent to Brigade were mostly filled with scraps of our own messages. It is doubtful if,CollegeEssay_real_2034,Real College Essays,Human-Written,Human
"much of value was picked up from enemy messages, but they certainly did good in keeping a check",CollegeEssay_real_2035,Real College Essays,Human-Written,Human
"on our own conversations over the telephone, and were regularly used from now onwards. The",CollegeEssay_real_2036,Real College Essays,Human-Written,Human
"Fullerphone, which was introduced a little later, and largely superseded the ordinary telephone,",CollegeEssay_real_2037,Real College Essays,Human-Written,Human
was reputed to be capable of transmitting messages in such a way that they could not be picked up.,CollegeEssay_real_2038,Real College Essays,Human-Written,Human
,CollegeEssay_real_2039,Real College Essays,Human-Written,Human
"Our Firework Artistes, too, decided that they ought to have a show, and accordingly arranged",CollegeEssay_real_2040,Real College Essays,Human-Written,Human
for us one night to have a display of red rockets in the front line. These rockets had been,CollegeEssay_real_2041,Real College Essays,Human-Written,Human
"issued for use for night S.O.S. When the time came for them to be let off, the only visible",CollegeEssay_real_2042,Real College Essays,Human-Written,Human
"result to those behind watching, was one feeble rocket which made a short lob, and fell to",CollegeEssay_real_2043,Real College Essays,Human-Written,Human
"the earth. Only one other went off at all, and it had a great tussle with John Turner, nearly",CollegeEssay_real_2044,Real College Essays,Human-Written,Human
"knocking him through a traverse, and then fizzing itself out in the bottom of the trench.",CollegeEssay_real_2045,Real College Essays,Human-Written,Human
,CollegeEssay_real_2046,Real College Essays,Human-Written,Human
"Another brainy person, one of our German scholars, decided one day to try the result of putting",CollegeEssay_real_2047,Real College Essays,Human-Written,Human
up a placard to give the Boche the news that the L.15 had been sunk in the Thames. This was,CollegeEssay_real_2048,Real College Essays,Human-Written,Human
"on April 2nd. Two days later a notice was put up opposite B Company's front, which said ""Thanks",CollegeEssay_real_2049,Real College Essays,Human-Written,Human
"for your news: you are all mad""--shewing, we thought, a lack of originality on his part. This",CollegeEssay_real_2050,Real College Essays,Human-Written,Human
was one of the very few occasions upon which we either sent or received a message in this way.,CollegeEssay_real_2051,Real College Essays,Human-Written,Human
,CollegeEssay_real_2052,Real College Essays,Human-Written,Human
"Just about the same time, we had the pleasure of seeing a Hun plane brought down by one of",CollegeEssay_real_2053,Real College Essays,Human-Written,Human
"our own, after a short sharp scrap in mid-air. Our man dived at the Hun and opened with Lewis",CollegeEssay_real_2054,Real College Essays,Human-Written,Human
"gun fire, killing both the pilot and observer. The plane took charge of itself, and after a",CollegeEssay_real_2055,Real College Essays,Human-Written,Human
"brief wild career, crashed near our Battalion Headquarters. It was no sooner down than it was",CollegeEssay_real_2056,Real College Essays,Human-Written,Human
"shelled by the enemy and eventually set on fire. Various useful documents, however, were secured",CollegeEssay_real_2057,Real College Essays,Human-Written,Human
"from it including some maps and a signalling code. The bodies of the pilot, Lieut. Ziemssen,",CollegeEssay_real_2058,Real College Essays,Human-Written,Human
"and the observer were buried at Mont St. Eloy by Padre Hales, who a little later received an",CollegeEssay_real_2059,Real College Essays,Human-Written,Human
appreciative letter from the pilot's widow.,CollegeEssay_real_2060,Real College Essays,Human-Written,Human
,CollegeEssay_real_2061,Real College Essays,Human-Written,Human
"With these and sundry other excitements, we got through two six-day tours in the line, and",CollegeEssay_real_2062,Real College Essays,Human-Written,Human
"also spent two periods of similar length at our rest huts cleaning, training, and reorganising,",CollegeEssay_real_2063,Real College Essays,Human-Written,Human
"for we were continually losing Officers and men in various ways, and fresh ones were joining.",CollegeEssay_real_2064,Real College Essays,Human-Written,Human
"Amongst the former we lost 2nd Lieuts. G. G. Elliott and Pitt, invalided to England, and the",CollegeEssay_real_2065,Real College Essays,Human-Written,Human
following Warrant Officers and N.C.O.'s who left us on completion of their term of service:,CollegeEssay_real_2066,Real College Essays,Human-Written,Human
"Regimental Quarter-Master Sergt. Tomlin, Comp. Sergt.-Major Haywood, Comp. Quarter-Master Sergt.",CollegeEssay_real_2067,Real College Essays,Human-Written,Human
"Shelton, and Sergts. Murden, Handford and Kettle. Arrivals included Major Ashwell, Capt. H.",CollegeEssay_real_2068,Real College Essays,Human-Written,Human
"Kirby, Lieut. G. Wright, 2nd Lieut. W. P. Duff, and about 70 men, many of whom were returned",CollegeEssay_real_2069,Real College Essays,Human-Written,Human
"casualties, and in some cases anything but fit to resume active service. Comp. Quarter-Master",CollegeEssay_real_2070,Real College Essays,Human-Written,Human
"Sergt. Dench became Regimental Quarter-Master Sergt., Sergt. Bee Comp. Quarter-Master Sergt.",CollegeEssay_real_2071,Real College Essays,Human-Written,Human
"of B Company, and Sergt. Hotson Comp. Quarter-Master Sergt. of C Company.",CollegeEssay_real_2072,Real College Essays,Human-Written,Human
,CollegeEssay_real_2073,Real College Essays,Human-Written,Human
"We were able to offer very little in the way of amusement just at this period, entertainers",CollegeEssay_real_2074,Real College Essays,Human-Written,Human
"either being more or less non-existent, or somewhat shy. One afternoon, however, we succeeded",CollegeEssay_real_2075,Real College Essays,Human-Written,Human
"in rousing sufficient enthusiasm to organise a boxing contest, one of the very few ever carried",CollegeEssay_real_2076,Real College Essays,Human-Written,Human
"through by the Battalion. In the heavy-weight contest between those two stalwarts, Sergt. Slater",CollegeEssay_real_2077,Real College Essays,Human-Written,Human
"and Corpl. Bryan, the latter retired after the third round with an injured hand. The middle-weight",CollegeEssay_real_2078,Real College Essays,Human-Written,Human
"competition was won by Sergt. L. Green, and the lightweight by Sergt. Attenborough. The same",CollegeEssay_real_2079,Real College Essays,Human-Written,Human
"evening, we managed an impromptu concert in one of the huts.",CollegeEssay_real_2080,Real College Essays,Human-Written,Human
,CollegeEssay_real_2081,Real College Essays,Human-Written,Human
"Our Transport Lines and Quarter-Master's stores during this period were back at Acq, and were",CollegeEssay_real_2082,Real College Essays,Human-Written,Human
